type,quantity_account_current,detail_location,estate_quantity,department,city,locality,latitude,longitude,location_address,infrastructure_type,description,registry_number,cadastral_current_account,estate_status,committed_investment,transfer,balance_for_transfer,tenant,rent_amount,rent_amount_period,contract_resolution,contract_number,current_period_start,current_period_end,status_documentation,land_area_mt2,land_area_hectares,land_sub_area,built_area_m2,built_value_gs,property_value_gs,total_value_gs,possession_rent_without_title,created_at,updated_at
RENTA,64,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-373-05,EN GESTION JUDICIAL,0,0,0,CONSTANCIO BOGADO Y SONIA BOGADO, N/A ,0,EN PROCESO JUDICIAL,0,0,0/1/00,A,752,0,0,72.81,44.541.413, 201.772.510.21 ,246.313.924,0,2024-01-26,2024-01-27
RENTA,65,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-373-06,ALQUILADO,0,0,0,FALSO, Gs 2.245.703 ,0,FALSO,FALSO,?,31/12/16,A,752,0,0,201.52,123.279.572, 201.772.510.21 ,325.052.082,0,2024-01-26,2024-01-27
RENTA,66,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-07,ALQUILADO,0,0,0,MARIA CRISTINA COHENE MAIZ, Gs 881.450 ,0,FALSO,FALSO,1/1/13,31/12/17,A,752,0,0,84,51.386.880, 201.772.510.21 ,253.159.390,0,2024-01-26,2024-01-27
RENTA,67,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-08,EN GESTION JUDICIAL,0,0,0,ANGEL GONZALEZ, N/A ,0,EN PROCESO JUDICIAL,0,0,0/1/00,A,752,0,0,115.4,70.595.785, 201.772.510.21 ,272.368.295,0,2024-01-26,2024-01-27
RENTA,68,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-09,EN GESTION JUDICIAL,0,0,0,MARIA R. HICAR DOLDAN . CARLOS VITONE DOLDAN, N/A ,0,EN PROCESO JUDICIAL,0,0,0/1/00,A,752,0,0,125,76.468.571, 201.772.510.21 ,278.241.082,0,2024-01-26,2024-01-27
RENTA,69,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-10,ALQUILADO,0,0,0,MARCELA MARIA OCAMPOS ENCISO , Gs 1.952.603 ,0,FALSO,FALSO,3/12/16,3/12/17,A,752,0,0,180,165.467.743, 201.772.510.21 ,367.240.253,0,2024-01-26,2024-01-27
RENTA,70,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-01,EN GESTION JUDICIAL,0,0,0,ROSA ESTELA DUARTE, N/A ,0,EN PROCESO JUDICIAL,0,0,0/1/00,A,740,0,0,130.72,79.967.773, 198.552.736.11 ,278.520.509,0,2024-01-26,2024-01-27
RENTA,71,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-02,ALQUILADO,0,0,0,ALICE RAQUEL MENDOZA VDA DE MORA , Gs 500.000 ,0,FALSO,FALSO,1/2/13,31/1/18,A,752,0,0,214.22,131.048.779, 201.772.510.21 ,332.821.289,0,2024-01-26,2024-01-27
RENTA,72,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-03,EN GESTION JUDICIAL,0,0,0,MARIA MAGDALENA SAMANIEGO, N/A ,0,EN PROCESO JUDICIAL,0,0,0/1/00,A,752,0,0,120.8,73.899.227, 201.772.510.21 ,275.671.738,0,2024-01-26,2024-01-27
RENTA,73,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-04,ALQUILADO,0,0,0,EDWARD RONALD DURE ROLON, Gs 1.490.060 ,0,RCA 066-015/16. CONTRATO VIGENTE HASTA 31/12/2016,?,?,31/12/16,A,752,0,0,140,85.644.800, 201.772.510.21 ,287.417.310,0,2024-01-26,2024-01-27
RENTA,74,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-05,ALQUILADO,0,0,0,BLASIDA LUCIA INSAURRALDE VDA. DE MIERES, Gs 535.151 ,0,RCA 079-030/12. CONTRATO  VIGENTE HASTA 31/10/2017,?,?,31/10/17,A,752,0,0,130,79.527.314, 201.772.510.21 ,281.299.824,0,2024-01-26,2024-01-27
RENTA,75,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-368-06,ALQUILADO,0,0,0,JUSTINA LOVERA DE ZARATE, Gs 668.430 ,0,RCA 074-028/12. CONTRATO 94/12. VIGENTE  HASTA EL 31/08/2017,?,1/9/12,31/10/17,A,779,0,0,295,180.465.828, 209.017.001.94 ,389.482.830,0,2024-01-26,2024-01-27
RENTA,76,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-07,ALQUILADO,0,0,0,JULIO CESAR FRANCO LOPEZ, Gs 500.000 ,0,RCA 007-025/13. CONTRATO 010/13 VIGENTE AL 31/12/2017,RCA 007-025/13. CONTRATO 010/13 VIGENTE AL 31/12/2017,1/1/13, 31/12/2017,A,752,0,0,90,55.057.371, 201.772.510.21 ,256.829.882,0,2024-01-26,2024-01-27
RENTA,77,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-08,EN GESTION JUDICIAL,0,0,0,ESTELA GONZALEZ, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0,0/1/00,A,722,0,0,160,97.879.771, 193.723.074.96 ,291.602.846,0,2024-01-26,2024-01-27
RENTA,78,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-09,ALQUILADO,0,0,0,JOSE ANTONIO ACOSTA FLEYTAS, Gs 1.083.160 ,0,RCA. 008-023/14 VIGENTE HASTA EL 31/12/2015. EN PROCESO DE RENOVACION RCA 066-015/16 CONTRATO VIGENTE AL 31/12/16,S/N,?,31/12/16,A,752,0,0,90,55.057.371, 201.772.510.21 ,256.829.882,0,2024-01-26,2024-01-27
RENTA,79,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-10,REMITIDO A CONSEJO PARA  ACCIONES JUDICIALES,0,0,0,NANCY ERCILIA SOLIS BENITEZ, Gs 1.601.859 ,0,RCA 064-029/16 CONTRATO VIGENTE HASTA EL 31/12/16.SE REMITIO A CONSEJO PARA SU NO RENOVACION Y ACCIONES JUDICIALES PARA EL COBRO,S/N,?,31/12/16,A,752,0,0,80,114.405.196, 201.772.510.21 ,316.177.706,0,2024-01-26,2024-01-27
RENTA,80,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-01,EN GESTION JUDICIAL,0,0,0,JORGELINA AMARILLA VDA DE SANCHEZ, Gs 500.000 ,0,RCA 061-019/12. CONTRATO VIGENTE AL 31/08/2017,S/N,?,31/8/17,A,752,0,0,150,91.762.286, 201.772.510.21 ,293.534.796,0,2024-01-26,2024-01-27
RENTA,81,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-02,EN GESTION JUDICIAL,0,0,0,GRACIELA VENIALGO VDA. DE MEDINA, Gs 900.000 ,0,CONTRATO 41/12 VIGENTE HASTA EL 31/12/2014. EN PROCESO DE RENOVACION,CONTRATO 41/12 ,EN PROCESO DE RENOVACION,EN PROCESO DE RENOVACION,A,752,0,0,90,55.057.371, 201.772.510.21 ,256.829.882,0,2024-01-26,2024-01-27
RENTA,82,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-03,ALQUILADO,0,0,0,FALSO, Gs 1.286.870 ,0,RCA 066-015/16. CONTRATO VIGENTE AL 31/12/2016,RCA 066-015/16. CONTRATO VIGENTE AL 31/12/2016,?,31/12/16,A,748,0,0,178,108.891.246, 200.699.252.18 ,309.590.498,0,2024-01-26,2024-01-27
RENTA,83,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-04,ALQUILADO,0,0,0,LUIS ENRIQUE MIGONE SEGOVIA, Gs 1.082.380 ,0,RCA 066-015/16. CONTRATO VIGENTE HASTA 31/12/2016,RCA 066-015/16. CONTRATO VIGENTE HASTA 31/12/2016,0,0/1/00,A,748,0,0,90,55.057.371, 200.699.252.18 ,255.756.624,0,2024-01-26,2024-01-27
RENTA,84,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-05,ALQUILADO,0,0,0,JUANA GLADYS CATALINA DAVALOS ROLON, Gs 561.888 ,0,RCA 078-025/12. CONTRATO  076/12. VIGENTE HASTA 31/08/2017 ,RCA 078-025/12. CONTRATO  076/12. VIGENTE HASTA 31/08/2017 ,1/9/12,31/8/17,A,748,0,0,140,85.644.800, 200.699.252.18 ,286.344.052,0,2024-01-26,2024-01-27
RENTA,85,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-374-06,ALQUILADO,0,0,0,ANA IRIS BENITEZ DOS SANTOS, Gs 1.828.710 ,0,RCA 066-015/16. CONTRATO VIGENTE HASTA 31/12/2016,RCA 066-015/16. CONTRATO VIGENTE HASTA 31/12/2016,0,0/1/00,A,748,0,0,240,146.819.657, 200.699.252.18 ,347.518.909,0,2024-01-26,2024-01-27
RENTA,86,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-07,EN GESTION JUDICIAL,0,0,0,NILDA GALEANO DE ALFONSO, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0,0/1/00,A,734,0,0,76.92,47.055.700, 196.942.849.06 ,243.998.549,0,2024-01-26,2024-01-27
RENTA,87,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-08,EN GESTION JUDICIAL,0,0,0,MARIA ORREGO DE RODRIGUEZ, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0,0/1/00,A,760,0,0,76.52,46.811.001, 203.919.026.28 ,250.730.027,0,2024-01-26,2024-01-27
RENTA,88,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-09,EN GESTION JUDICIAL,0,0,0,SONIA BEATRIZ GAUTO, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0,0/1/00,A,734,0,0,116.96,71.550.113, 196.942.849.06 ,268.492.962,0,2024-01-26,2024-01-27
RENTA,89,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-10,ALQUILADO,0,0,0,WIGBERTO BENITEZ GOMEZ, Gs 2.438.280 ,0,CONTRATO  VIGENTE HASTA EL 31/12/2016,?,?,31/12/16,A,734,0,0,223.92,136.982.740, 196.942.849.06 ,333.925.589,0,2024-01-26,2024-01-27
RENTA,90,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-02,USO INSTITUCIONAL,0,0,0,CENTRO VIDA PLENA  DEL ADULTO  GER ENCIA  DE SALUD, N/A ,0, RCA 070-040-14/060-024/15,0,0,0/1/00,A,760,0,0,250,152.937.143, 203.919.026.28 ,356.856.169,0,2024-01-26,2024-01-27
RENTA,91,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-05,EN GESTION JUDICIAL,0,0,0,MIDIA MERCEDES ALVARIZA RIVAS, Gs 1.111.584 ,0,RCA 076-026/12. CONTRATO 81/12. VIGENTE AL 31/10/2017,81/12. VIGENTE AL ,0,31/10/17,A,734,0,0,128.26,78.462.872, 196.942.849.06 ,275.405.721,0,2024-01-26,2024-01-27
RENTA,92,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-367-06,ALQUILADO,0,0,0,JUAN CARLOS FRUTOS ACOSTA , Gs 2.438.280 ,0,RCA 066-015/16. CONTRATO VIGENTE AL 31/12/2016,?,?,31/12/16,A,734,0,0,115.54,70.681.430, 196.942.849.06 ,267.624.279,0,2024-01-26,2024-01-27
RENTA,95,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-09,EN GESTION JUDICIAL,0,0,0,MARIANO GALEANO MELGAREJO, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0,0/1/00,A,950,0,0,205,125.408.457, 254.898.782.85 ,380.307.240,0,2024-01-26,2024-01-27
RENTA,96,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-10,REMITIDO A CONSEJO PARA  ACCIONES JUDICIALES,0,0,0,MARTA ARMONIA GINES VDA. DE BOETTNER, Gs 2.438.280 ,0,RCA 066-015/1REMITIDO A CONSEJO PARA ACCIONES JUDICIALES PARA EL COBRO,?,?,31/12/16,A,945,0,0,390,238.581.943, 253.557.210.31 ,492.139.153,0,2024-01-26,2024-01-27
RENTA,97,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-02,SE REMITIO A CONSEJO,0,0,0,ROSALINA VIVEROS CARTES, Gs 833.600 ,0,RCA 107-041/13. CONTRATO EN PROCESO DE FIRMA,CONTRATO EN PROCESO DE FIRMA,0,0/1/00,A,752,0,0,102,62.398.354, 201.772.510.21 ,264.170.864,0,2024-01-26,2024-01-27
RENTA,98,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-03,ALQUILADO,0,0,0,MARTIN EPIFANIO ESPINOLA FIGUEREDO, Gs 561.888 ,0,RCA 061-020/12 CONTRATO68/12 ,68/12  ,1/1/13,31/8/17,A,752,0,0,130,160.596.280, 201.772.510.21 ,362.368.790,0,2024-01-26,2024-01-27
RENTA,100,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-05,USUFRUCTO DEL IPS,0,0,0,CENTRAL DE AMBULANCIAS.-DIR. SERVICIOS ADMIN., N/A ,0,FALSO,0,0,0/1/00,A,752,0,0,104,63.621.851, 201.772.510.21 ,265.394.362,0,2024-01-26,2024-01-27
RENTA,101,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,FALSO,1.381,15-375-06,ALQUILADO,0,0,0,ANGELA JARA GONZALEZ, Gs 500.000 ,0,RCA061-021/12 CONTRATO 65/12 VIGENTE 30/06/2017,RCA061-021/12 CONTRATO 65/12 VIGENTE 30/06/2017,1/7/12, 30/06/2017,A,752,0,0,150,91.762.286, 201.772.510.21 ,293.534.796,0,2024-01-26,2024-01-27
RENTA,102,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,DR. LOFRUCIO  C/ DR. ODRIOZOLA  ,BALDIO,BALDIO,1.381,15-367-04,USUSFRUCTO DEL IPS,0,0,0, TRATAMIENTO INT. DE LA OBESIDAD GERENCIA DE SALUD , N/A ,0, RCA. 031-025/2013,0,0,0/1/00,A,765,0,0,0,0, 205.260.598.82 ,205.260.599,0,2024-01-26,2024-01-27
RENTA,103,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,DR. LOFRUCIO  C/ DR. ODRIOZOLA  ,BALDIO,BALDIO,1.381,15-367-03,USUFRUCTO DEL IPS,0,0,0, TRATAMIENTO INT. DE LA OBESIDAD GERENCIA DE SALUD , N/A ,0,RCA 060-024/15,0,0/1/00,0/1/00,A,765,0,0,0,0, 205.260.599.82 ,205.260.600,0,2024-01-26,2024-01-27
RENTA,0,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,A. ROA BASTOS Y FED. RUSA  - MELVIN JONES Y NTRA. SRA. DEL CARMEN,BALDIO,BALDIO ,1.381,15-184-14,ALQUILADO,0,0,0,BANCO CENTRAL DEL PY. MODULO A Y B, Gs 17.940.000 ,0,RCA 064-026/16. CONTRATO 009/16,009/2016,1/1/16, 31/12/2017,A,93.428.00,0,0,0,0, 25.068.087.877.79 ,25.068.087.878,0,2024-01-26,2024-01-27
USO-MIXTO,40,0,37,CAPITAL,ASUNCION,PENDIENTE,0,0,Perdio Parque Sanitario,BALDIO,0,1.381,15-184-14,ALQUILADO,0,0,0,AMX PY - 36 M2, Gs 3.760.057 ,0,FALSO,?,FALSO,0/1/00,0,0,0,0,0,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO,0,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,Vivienda Juana Caceres,1.381,15-184-14,EN GESTION JUDICIAL,0,0,0,JUANA CACERES, N/A ,0,EN PROCESO JUDICIAL,EN PROCESO JUDICIAL,0/1/00,0/1/00,TITULO ORIGINAL,0,0,0,103,0,0,0,0,2024-01-26,2024-01-27
RENTA,108,0,44,CAPITAL,ASUNCION,PENDIENTE,0,0,Independencia Nacional 765 c/Luis A. Herrera,BALDIO,EDIFICIO Hamilton ,1.692,11-064-18,DISPONIBLE,0,0,0,DISPONIBLE, N/A ,0,N/A,0,0/1/00,0/1/00,A,283,0,0,2.378.80,5.403.600.000,254.700.000,5.658.300.000,0,2024-01-26,2024-01-27
RENTA,109,0,45,CAPITAL,ASUNCION,PENDIENTE,0,0,Av. MCAL LOPEZ e/. PERU y SAN JOSE,BALDIO,EDIF. COMENCIPAR II ,4.332,12-326-10,DISPONIBLE,0,0,0,DISPONIBLE, N/A ,0,N/A,0,0/1/00,0/1/00,A,3.073.61,0,0,21.905.00,12.884.321.610,4.303.055.680,17.187.377.290,0,2024-01-26,2024-01-27
RENTA,110,0,46,CAPITAL,ASUNCION,PENDIENTE,0,0,DELF. CHAMORRO  954 - Ed. PENINSULA,BALDIO,DEPARTAMENTO  ,30,10-546-12/01-003,DISPONIBLE,0,0,0,DISPONIBLE, N/A ,0,SE DEJO SIN EFECTO LA RCA DE ALQUILER A LA CGT,0,0/1/00,0/1/00,A,PH,0,0,47.94,80.007.350,0,80.007.350,0,2024-01-26,2024-01-27
RENTA,111,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,DELF. CHAMORRO  954 - Ed. PENINSULA,BALDIO,DEPARTAMENTO ,30,10-546-12/02-007,OCUPADO,0,0,0,CRISTOBAL MANUEL FRUTOS LOPEZ, Gs 900.000 ,0,CONTRATO VIGENTE AL 31/12/2015. EN PROCESO DE RENOVACION- REMITIDO A CONSEJO,EN PROCESO DE RENOVACION,0/1/00,31/12/15,A,0,0,0,47.94,80.007.350,0,80.007.350,0,2024-01-26,2024-01-27
RENTA,112,0,47,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,EDIFICIO PUBLICO,2.311,11-063-10,ALQUILADO + INV,0,0,0,MINISTERIO PUBLICO, Gs 181.051.020 ,0,RCA 105-043/15 ABONA EL CANON DE Gs 181.051.020 por las fincas 2.311- 1075 y 9524,S/N,1/1/16, 31/12/2019,A,675.87,0,56%,5.04,11.811.072.000,675.872.160,12.486.942.794,0,2024-01-26,2024-01-27
RENTA,113,0,48,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,EDIFICIO PUBLICO,1.075,11-063-11,ALQUILADO + INV,0,0,0,0,0,0,RCA 105-043/15 ABONA EL CANON DE Gs 181.051.020 por las fincas 2.311- 1075 y 9524,S/N,1/1/16, 31/12/2019,A,270.28,0,28%,2.52,5.905.536.000,270.284.964,6.175.819.597,0,2024-01-26,2024-01-27
RENTA,114,0,49,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,EDIFICIO PUBLICO,9.524,11-063-22,ALQUILADO + INV,0,0,0,0,0,0,RCA 105-043/15 ABONA EL CANON DE Gs 181.051.020 por las fincas 2.311- 1075 y 9524,S/N,1/1/16, 31/12/2019,A,336.46,0,16%,1.44,3.374.592.000,336.461.076,3.711.051.709,0,2024-01-26,2024-01-27
RENTA,115,0,50,CAPITAL,ASUNCION,PENDIENTE,0,0,PIRIBEBUY e/ 14 DE MAYO EDIFICIO PIRIBEBUY,BALDIO,PENTHOUSE,MAT. 61212HA01,10-0460-13/08,OCUPADO,0,0,0,RODRIGO IVAN OVELAR, N/A ,0,EN PROCESO JUDICIAL,0,0/1/00,0,A,0,0,0,471.07,1.853.601.673,0,1.853.601.673,0,2024-01-26,2024-01-27
RENTA,116,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,PIRIBEBUY e/ 14 DE MAYO EDIFICIO PIRIBEBUY,BALDIO,COCHERA  ,MAT. 61197HA01,10-0460-13/0003,OCUPADO,0,0,0,RODRIGO IVAN OVELAR, N/A ,0,EN PROCESO JUDICIAL,0,0/1/00,0,A,0,0,0,25.26,99.394.948,0,99.394.948,0,2024-01-26,2024-01-27
RENTA,117,0,0,CAPITAL,ASUNCION,PENDIENTE,0,0,PIRIBEBUY e/ 14 DE MAYO EDIFICIO PIRIBEBUY,BALDIO,SALON COMERCIAL ,MAT. 61195HA01,10-0460-13/0001,DISPONIBLE,0,0,0,DISPONIBLE, N/A ,0,N/A,N/A,0/1/00,0,A,0,0,0,59.76,235.148.144,0,235.148.144,0,2024-01-26,2024-01-27
RENTA,118,0,51,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,VIVIENDA TALLER,6.599,13-140-23, OCUPADO,0,0,0,OCUPANTES PRECARIOS, N/A ,0,EN PROCESO JUDICIAL,N/A,0/1/00,0,A,471.1,0,0,65,0,37.756.100,37.756.100,0,2024-01-26,2024-01-27
USO-MIXTO,119,0,52,CAPITAL,ASUNCION,PENDIENTE,0,0,BRASIL 345  C/ 25 DE MAYO,BALDIO,ARCHIVO SECRETARIA/ MINISTERIO DE JUSTICIA ,3.079,12-036-14,ALQUILADO,0,0,0,MINISTERIO DE JUSTICIA , Gs 6.970.631 ,0,FALSO,FALSO,12/1/12,11/30/2017,TITULO ORIGINAL,601 m2,0,0,574.15,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO,126,0,59,CAPITAL,ASUNCION,PENDIENTE,0,0,BRASIL 776 E/ F. R. MOR. Y HERRERA,BALDIO,ESTACIONAMIENTO DE  FUNCIONARIOS-VIVIENDA ,2.428,12-103-04,USO-MIXTO,0,0,0,ASOCIACION DE EX FUNCIONARIOS. FAMILIARES. JUBILADOS Y PENSIONADOS DEL IPS, Gs 1.338.345 ,0,FALSO,FALSO,1/1/16,12/31/2016,TITULO ORIGINAL,3.116.43,0,0,0,0,0,0,0,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,135,0,68,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,1911 (Mat. 31302),12-0056-07,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR, Gs 44.280.161 ,0,RCA 083-027/12  CANON  Gs. 44.280.161. para las Ctas. 15-0056-07/08/09,FALSO,?,10/31/2032,C,366,0,0,581.06,0,0,0,98.000.000,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,136,0,69,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,10529(Mat. 31303),12-0056-08,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR,0,0,RCA 083-027/12  CANON  Gs. 44.280.161. para las Ctas. 15-0056-07/08/09,FALSO,?,10/31/2032,C,389,0,0,1.163.32,0,0,0,150.000.000,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,137,0,70,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,1403(Mat. 31304),12-0056-09,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR,0,0,RCA 083-027/12  CANON  Gs. 44.280.161. para las Ctas. 15-0056-07/08/09,FALSO,?,10/31/2032,C,443,0,0,1.055.00,0,0,0,320.000.000,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,138,0,71,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,7486(Mat. 31306),12-0056-20,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR, Gs 12.500.000 ,0,RCA 123-022/10 Canon Gs 12.500.000 para Ctas. 15-0056-20/21/22, 45/2010 ,?,0,C,340.22,0,0,282.5,0,0,0,195.000.000,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,139,0,72,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,7578(Mat. 31300),12-0056-21,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR,0,0,RCA 123-022/10 Canon Gs 12.500.000 para Ctas. 15-0056-20/21/22,0,?,VIGENTE AL 2030,C,120.75,0,0,0,0,0,0,89.000.000,2024-01-26,2024-01-27
RENTA con posesion. sin escritura,140,0,73,CAPITAL,ASUNCION,PENDIENTE,0,0,Cerro Cora e/PAI PEREZ  y Av. PERU,BALDIO,EDUCATIVO,7502(Mat. 31305),12-0056-22,ALQUILADO + INV     EN GESTION JUDICIAL,0,0,0,UNASUR,0,0,RCA 123-022/10 Canon Gs 12.500.000 para Ctas. 15-0056-20/21/22,0,?,0,C,359.58,0,0,282.5,0,0,0,110.000.000,2024-01-26,2024-01-27
USO-MIXTO ,149,0,82, CAPITAL ,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,HOSPITAL CENTRAL (IPS),1358 Mat1162,15-184-23,ALQUILADO,0,0,0,TELEFONICA PARAGUAY S.A (hospital central) , Gs 5.000.000 ,0,FALSO,FALSO,1/1/17, 31/12/18,0,172.771.07,172.771,0,0,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO ,0,0,0,0,0,PENDIENTE,0,0,0,BALDIO,0,0,0,ALQUILADO,0,0,0,TELEFONICA CELULAR DEL PARAGUAY S.A  (TELECEL) (hospital central), Gs 7.520.114 ,0,RCA 067-032/13-102-029/13- ADENDA 20/2013,FALSO,1/3/14, 02/01/17,0,0,0,0,0,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO ,0,0,0,0,0,PENDIENTE,0,0,0,BALDIO,0,0,0,ALQUILADO. una superficie de 21.70 m2,0,0,0,COPACO S.A.                     (hospital central), Gs 3.230.316 ,0,FALSO,FALSO,1/1/16,12/31/2017,0,0,0,0,0,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO ,0,0,0,0,0,PENDIENTE,0,0,0,BALDIO,0,0,0,ALQUILADO,0,0,0,KEOPS                       (hospital central), Gs 60.549.461 ,0,FALSO,FALSO,1/15/2016,7/16/2017,0,0,0,0,0,0,0,0,0,2024-01-26,2024-01-27
USO-MIXTO ,150,0,83,CAPITAL,ASUNCION,PENDIENTE,0,0,FALSO,BALDIO,HOSPITAL CENTRAL (IPS),402,15-184-24,ALQUILADO,0,0,0,ESTACION BAHIA S.R.L. (hospital central), Gs 5.245.280 ,0,RCA 056-017/08 ADENDA 017-026/13. CONTRATO SIN NUMERO. CON VIGENCIA AL 31/01/2018,S/N,2/1/13,1/31/2018,0,155.295.00,16,0,0,0,0,0,0,2024-01-26,2024-01-27
